"Class","Method","URI","Host-Header","Host","Connection","Accept","Accept-Charset","Accept-Language","Cache-control","Cookie","Pragma","User-Agent","Content-Length","Content-Type","POST-Data","GET-Query"
"Valid","GET","/tienda1/publico/miembros.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=A5748BB778BF075E0902B57C33AE922B","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/publico/pagar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=75788CAE70E544A2E63D43AAFDDF4DE9","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","modo=insertar&precio=3230&B1=Pasar+por+caja"
"Valid","POST","/tienda1/publico/pagar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=F4708896C1E181DD7A89501CCBCC46CF","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","43","application/x-www-form-urlencoded","modo=insertar&precio=3230&B1=Pasar+por+caja",""
"Valid","GET","/tienda1/publico/productos.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=2FD23C615C78447F7206BA5F0500564C","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/publico/registro.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=EB0F1BE74F65CBFB341BBBB5FCA1EF7C","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","modo=registro&login=minthorn&password=ahorquillado&nombre=Isra%E9l&apellidos=Luna+Barberan&email=pouyet%40mcrspain.mh&dni=83073375C&direccion=Calle+Pamplona%2C+26+&ciudad=Arrankudiaga&cp=49740&provincia=Huesca&ntc=2656905158370014&B1=Registrar"
"Valid","POST","/tienda1/publico/registro.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=97C78A4C2DECDF0F9284DC023E108ABF","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","243","application/x-www-form-urlencoded","modo=registro&login=minthorn&password=ahorquillado&nombre=Isra%E9l&apellidos=Luna+Barberan&email=pouyet%40mcrspain.mh&dni=83073375C&direccion=Calle+Pamplona%2C+26+&ciudad=Arrankudiaga&cp=49740&provincia=Huesca&ntc=2656905158370014&B1=Registrar",""
"Valid","GET","/tienda1/publico/vaciar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=39B6478B4D011E2ACA0E209AA749A142","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","B2=Vaciar+carrito"
"Valid","POST","/tienda1/publico/vaciar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=6EF94224530BD86E225CC801224AF3C6","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","17","application/x-www-form-urlencoded","B2=Vaciar+carrito",""
"Valid","GET","/tienda1/global/creditos.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=8AD85679A035614FA151140953158CAF","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/global/menum.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=7A0E499181179E8A12FD8A9A1DBF52B9","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/global/titulo.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=E0BC9D6E62346C28680D687FD28DFE89","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/global/estilos.css","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=49599F9D90B094CA521A5C119CE149AE","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/miembros/imagenes/castro.jpg","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=8A194E228554F9294A301DDA36506640","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/miembros/imagenes/ogono.jpg","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=F876044BB07CDB91510B7458DA5834BB","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/miembros/imagenes/zarauz.jpg","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=BD95196E0920E84675C024E7759D3490","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/miembros/index.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=0BA06899BF688FA1C8C51472DB80846F","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/miembros/editar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=4BCCFA6B5F615C84F17F42ED7D9F5388","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","modo=registro&login=nataraja&password=d4upa&nombre=Zoraida&apellidos=Heras+Del+Moral&email=lowry-carmine%40filtraciondehumos.nc&dni=69549902H&direccion=C%2F+Albercuix%2C+27%2C+&ciudad=%C1greda&cp=50369&provincia=Ourense&ntc=0017018534732457&B1=Registrar"
"Valid","POST","/tienda1/miembros/editar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=7A9463FF9D4CBBA9F336575606ABD39B","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","253","application/x-www-form-urlencoded","modo=registro&login=nataraja&password=d4upa&nombre=Zoraida&apellidos=Heras+Del+Moral&email=lowry-carmine%40filtraciondehumos.nc&dni=69549902H&direccion=C%2F+Albercuix%2C+27%2C+&ciudad=%C1greda&cp=50369&provincia=Ourense&ntc=0017018534732457&B1=Registrar",""
"Valid","GET","/tienda1/miembros/fotos.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=AA9E07A2ED816765D0A8B36B90C6B895","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/miembros/salir.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=D842B29914CFD09B3A9E2112AE41DA48","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/imagenes/1.gif","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=712DB56186142F154E83800D61F1A535","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/imagenes/2.gif","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=1CE937A2C8E5763FD8E3435A0DC9B63E","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/imagenes/3.gif","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=0D454F9FA9C0E48D1AB3A02E544E4159","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/imagenes/cmenbul.gif","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=017025E3A4B4672826170D285FE2972A","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/imagenes/logo.gif","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=56E22EBA1640C2B52FCEC8D31116AEFD","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/imagenes/nuestratierra.jpg","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=40ACEE4C7FDF9D4FA321E8DB12529D3B","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/index.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=1BFC8895230F8F079B7BE6A4F8422DFD","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/publico/anadir.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=2646EF46460A55A2D82E2B33DD780A0D","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","id=1&nombre=Queso+Manchego&precio=85&cantidad=65&B1=A%F1adir+al+carrito"
"Valid","POST","/tienda1/publico/anadir.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=4053E62CA3AAE62F822F73ADC9ADF112","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","71","application/x-www-form-urlencoded","id=1&nombre=Queso+Manchego&precio=85&cantidad=65&B1=A%F1adir+al+carrito",""
"Valid","GET","/tienda1/publico/autenticar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=567E89E8E503C715129A202B4986FDC8","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","modo=entrar&login=frayda&pwd=422RdO&remember=off&B1=Entrar"
"Valid","POST","/tienda1/publico/autenticar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=A95B2AF8FE9EA23BBDF5E0E8545B4D04","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","58","application/x-www-form-urlencoded","modo=entrar&login=frayda&pwd=422RdO&remember=off&B1=Entrar",""
"Valid","GET","/tienda1/publico/caracteristicas.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=B9AF5411612E3699883A37671B48FCEE","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","id=1"
"Valid","POST","/tienda1/publico/caracteristicas.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=3F1CB81DE906C9C91315BDD4441D2D40","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","4","application/x-www-form-urlencoded","id=1",""
"Valid","GET","/tienda1/publico/carrito.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=F09133CD3D502B88B2E5691FA1B95465","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/publico/entrar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=9913BCD868D10E97DE152FAC84C3532D","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","errorMsg=Credenciales+incorrectas"
"Valid","POST","/tienda1/publico/entrar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=29F6071590AF315C6C8CADC58FEE095F","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","33","application/x-www-form-urlencoded","errorMsg=Credenciales+incorrectas",""
"Valid","GET","/tienda1/publico/miembros.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=F5DB41DBC6C57E3E768F4A22A0547EDA","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/publico/pagar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=D7A66E5AFC3A81EC072DD686EC440E14","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","modo=insertar&precio=9894&B1=Confirmar"
"Valid","POST","/tienda1/publico/pagar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=653D4221FD0C50375C24C3A6FD6EC4E7","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","38","application/x-www-form-urlencoded","modo=insertar&precio=9894&B1=Confirmar",""
"Valid","GET","/tienda1/publico/productos.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=7E9FFC152726CD4A02DF8A729672F907","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
"Valid","GET","/tienda1/publico/registro.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=A9DB19F99264E9273168E2EC4652925C","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","modo=registro&login=neddie&password=laNC00DA&nombre=Sami&apellidos=Buxedas+Murcia&email=aicher%40shamballa-pneuma.gl&dni=47433551F&direccion=Calle+Mor+Artur+68+&ciudad=Pozoblanco&cp=08585&provincia=Huesca&ntc=9664721981046844&B1=Registrar"
"Valid","POST","/tienda1/publico/registro.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=3C3D0373A6C616AF4C0C4B67230CBB97","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","238","application/x-www-form-urlencoded","modo=registro&login=neddie&password=laNC00DA&nombre=Sami&apellidos=Buxedas+Murcia&email=aicher%40shamballa-pneuma.gl&dni=47433551F&direccion=Calle+Mor+Artur+68+&ciudad=Pozoblanco&cp=08585&provincia=Huesca&ntc=9664721981046844&B1=Registrar",""
"Valid","GET","/tienda1/publico/vaciar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=C2370DAAB39E6D0F8419647168BC3A39","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","","B2=Vaciar+carrito"
"Valid","POST","/tienda1/publico/vaciar.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=9E2F91F4BE26D35DFEC389CEA919AAB8","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","17","application/x-www-form-urlencoded","B2=Vaciar+carrito",""
"Valid","GET","/tienda1/global/creditos.jsp","HTTP/1.1","localhost:8080","close","text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","utf-8, utf-8;q=0.5, *;q=0.5","en","no-cache","JSESSIONID=DFA35552287969EAA88B9C74995437C5","no-cache","Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko)","","","",""
